convo_id,train_test_val,msg_id,timestamp,text,speaker,reply_to,speaker_intention,reciever_perception,reciever,absolute_message_index,relative_message_index,year,game_score_speaker,game_score_receiver,game_score_delta,deception_quadrant
Game1-england-germany,Train,Game1-england-germany-41,326,"Haha yeah that was kind of my thinking. Russia is a little tied up in the south, and so I don't expect aggression in the north. However, france would respond to a stab by begging for Russian (and potentially austrian and italian) assistance. So the choice next year is between containing russia or being aggressive (which would mean going for sweden or St. P). I think the builds we see this winter will make it more clear what's possible.",england-Game1,Game1-england-germany-40,Truth,Truth,germany-Game1,326,41,1901,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-42,330,"Speaking of, what are your planned builds? I'm building a fleet in London.",england-Game1,Game1-england-germany-41,Truth,Truth,germany-Game1,330,42,1901,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-43,333,Armies in Kiel and Munich,germany-Game1,Game1-england-germany-42,Truth,Truth,england-Game1,333,43,1901,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-44,343,What are your plans for your north sea and London fleets?,germany-Game1,Game1-england-germany-43,Truth,Truth,england-Game1,343,44,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-44,343,I'm trying to decide now how best to handle Belgium and that is going to depend on whether France is concerned with defending Brest or if instead they expect help from you in disrupting anything I try to do from Holland. ,germany-Game1,Game1-england-germany-43,Truth,Truth,england-Game1,343,44,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-44,343,...I can offer you support in moving into Sweden in exchange for supporting my Burgundy troops into Belgium? Is that worth more than whatever France might be offering you right now?,germany-Game1,Game1-england-germany-43,Truth,Truth,england-Game1,343,44,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-45,377,Any thoughts on my offer?,germany-Game1,Game1-england-germany-44,Truth,Truth,england-Game1,377,45,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-45,377,I have another proposal if you’re interested,germany-Game1,Game1-england-germany-44,Truth,Truth,england-Game1,377,45,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-46,381,England. You're killin me here.,germany-Game1,Game1-england-germany-45,Truth,Truth,england-Game1,381,46,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-47,382,Hey sorry. Busy evening for me. Let me think a second and respond to all this..,england-Game1,Game1-england-germany-46,Truth,Truth,germany-Game1,382,47,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-48,384,"Ok so for one thing France isn't exactly offering me anything, so there's no real comparison of your offer vs theirs.",england-Game1,Game1-england-germany-47,Truth,Truth,germany-Game1,384,48,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-49,385,"My once concern about the full-on france stab would be that the job couldn't be done quickly enough. We could force Bel this year, but we unfortunately wouldn't be able to put France down a unit because Spa is a guarantee for France. This may even allow for a rebuild in Bre if the Belgian army gets dislodged.",england-Game1,Game1-england-germany-48,Truth,Truth,germany-Game1,385,49,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-50,386,That's where my new plan comes in!,germany-Game1,Game1-england-germany-49,Truth,Truth,england-Game1,386,50,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-51,387,Ok what's the sitch,england-Game1,Game1-england-germany-50,Truth,Truth,germany-Game1,387,51,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-52,391,"You move fleets to Eng, Ska, and Nth this turn. Italy moves to Pie. I move Hol-Bel, Kie-Ruh, Bur-Gas, Mun-Bur. Now, France might foresee me attempting to take Gas, but more likely they want to dislodge me from Bur. This puts them in a position where they will have to lose one of Paris, Belgium, Marseilles, or Brest, and will not be able to vacate the others for building season.",germany-Game1,Game1-england-germany-51,Truth,Truth,england-Game1,391,52,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-53,394,France could stop by bumping Par and Mar in Gas right? And you're suggesting my moves a setup of going against russia?,england-Game1,Game1-england-germany-52,Truth,Truth,germany-Game1,394,53,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-54,397,"Also, have you talked to Italy about this?",england-Game1,Game1-england-germany-53,Truth,Truth,germany-Game1,397,54,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-55,398,"Damn--I didn't think of the bumping. (sorry, this is just my first game and I'm still learning). And yeah I thought you'd want to grab Sweden because why not? ",germany-Game1,Game1-england-germany-54,Truth,Truth,england-Game1,398,55,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-55,398,"I haven't discussed the full plan, but they seemed amenable to moving to pie",germany-Game1,Game1-england-germany-54,Truth,Truth,england-Game1,398,55,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-56,400,Okay how about this:,germany-Game1,Game1-england-germany-55,Truth,Truth,england-Game1,400,56,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-57,403,"Keep your fleets in NWG and NTH, but move to ENG. Have NTH support HOL-BEL. ",germany-Game1,Game1-england-germany-56,Truth,Truth,england-Game1,403,57,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-57,403,"I'll attack BUR-PIC, move KIE-RUH, MUN-BUR. If France does a Gascon Bounce, They'll have to lose either Brest or Paris or Marseilles. If they try to dislodge me instead, I'll retreat to Gascony. ",germany-Game1,Game1-england-germany-56,Truth,Truth,england-Game1,403,57,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-57,403,You still get my support to march on Sweden in Fall if desired.,germany-Game1,Game1-england-germany-56,Truth,Truth,england-Game1,403,57,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-58,404,Keep in mind that Munich is vulnerable. Italy and Austria may have a deal in the works for that. But this is the sort of plan that I had thought through originally.,england-Game1,Game1-england-germany-57,Truth,Truth,germany-Game1,404,58,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-59,405,This would be a break of my DMZ with France in the channel. Which is why the success of a stab like this is especially important.,england-Game1,Game1-england-germany-58,Truth,Truth,germany-Game1,405,59,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-60,406,well ya could have saved me some brain cells by sharing it in the first place! 😛  ,germany-Game1,Game1-england-germany-59,Truth,Truth,england-Game1,406,60,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-60,406,"And Italy and Austria, unless they're lying, think of me as an ally. That said, my plan doesn't actually involve vacating Munich",germany-Game1,Game1-england-germany-59,Truth,Truth,england-Game1,406,60,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-61,407,"Oh fair, because you're not actually moving into Pic, you're just cutting the support. I had you moving from Bur to Bel. Dislodging the French army from Bel could result in a disband. And if we don't get an additional supply center could mean a rebuild in Brest, which would be bad for me (adding Spain is probably a given). Have you considered the potential support of Mar from Spa s.c. ?",england-Game1,Game1-england-germany-60,Truth,Truth,germany-Game1,407,61,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-62,408,"Yeah if my calculations are correct the French home supply centers hold. First move is to bounce in Gas to keep you out, then move spain to s.c. and lose bel. Next move is to support hold in mar from spain s.c. and then bounce paris to brest to keep me out. Bre, Par, and Mar all hold in the fall.",england-Game1,Game1-england-germany-61,Truth,Truth,germany-Game1,408,62,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-63,409,"OK, Marseilles might be a no-go this round then. ",germany-Game1,Game1-england-germany-62,Truth,Truth,england-Game1,409,63,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-63,409,"If you don't want a rebuild in Brest, we'll simply attack Picardy and force a retreat to Brest by an army. Not so bad for your fleet, right? I'll move into Paris from BUR",germany-Game1,Game1-england-germany-62,Truth,Truth,england-Game1,409,63,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-64,410,"wait I mean A retreat to burgundy by that army. Then the Parisian Army will be in brest, so no rebuild will occur",germany-Game1,Game1-england-germany-63,Truth,Truth,england-Game1,410,64,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-65,411,"Well, it kind of becomes rock paper scissors there. If I try to go into Brest it's a bounce and it remains open. If I don't, and France takes the risk of not going (probably won't happen) then it would stay open too.",england-Game1,Game1-england-germany-64,Truth,Truth,germany-Game1,411,65,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-66,412,"Sounds like you'd like the belgian army to disband though. I understand, as it could help somebody out to take munich from Ruh.",england-Game1,Game1-england-germany-65,Truth,Truth,germany-Game1,412,66,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-67,413,whoa dude I just want a supply center don't go talking about people invading the fatherland,germany-Game1,Game1-england-germany-66,Truth,Truth,england-Game1,413,67,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-67,413,"So are you saying no deal, then?",germany-Game1,Game1-england-germany-66,Truth,Truth,england-Game1,413,67,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-68,414,"No, I'm just echoing your probable reasoning for wanting the disband of the belgian army rather than its retreat to Ruh.",england-Game1,Game1-england-germany-67,Truth,Truth,germany-Game1,414,68,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-69,415,"I don't see what that has to do with you, though? Like what difference does it make to you whether that army disbands or retreats to Ruh?",germany-Game1,Game1-england-germany-68,Truth,Truth,england-Game1,415,69,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-70,416,"The disband allows for a rebuild, if there's an open home supply center and France still has 5 total. So this could mean building a fleet in Brest.",england-Game1,Game1-england-germany-69,Truth,Truth,germany-Game1,416,70,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-71,417,ohhh I see. So what you're saying is you'd accept the deal if I didn't arrange for the disband and allowed a retreat to Ruh?,germany-Game1,Game1-england-germany-70,Truth,Truth,england-Game1,417,71,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-72,418,"Let me sleep on it. I may be fine regardless. I'll confirm moves in the morning. But for this plan, Spring looks like your support into Sweden and my support into Belgium. I'll be very curious to see moves from Russia-Italy-Austria. If they all converge in on you, this could be trouble. I doubt that level of collaboration is going to happen though.",england-Game1,Game1-england-germany-71,Truth,Truth,germany-Game1,418,72,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-73,419,hang on would you be willing to postpone your sweden march until Fall? I'm not so keen on forcing Russia into the baltic,germany-Game1,Game1-england-germany-72,Truth,Truth,england-Game1,419,73,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-74,420,You'd still hold sweden by winter,germany-Game1,Game1-england-germany-73,Truth,Truth,england-Game1,420,74,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-75,421,Yeah that would be fair. Just need to run it by russia that norway is a hold in the spring so that doesn’t raise any eyebrows,england-Game1,Game1-england-germany-74,Truth,Truth,germany-Game1,421,75,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-76,422,"Well, or you could march into Finland just to spice things up",germany-Game1,Game1-england-germany-75,Truth,Truth,england-Game1,422,76,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-77,485,Well England you've taught me an important lesson,germany-Game1,Game1-england-germany-76,Truth,Truth,england-Game1,485,77,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-78,535,"This isn’t a full stab. I’m sorry for the deception though. I hadn’t heard whether Italy was anti-French. Now I have. I’m taking Denmark this year with Russian support. I’m sorry for that too. Kiel can’t save it. I’d suggest you bounce kiel and munich in Ruh and then attack holland from belgium to cut support . This will hold the line (unless france decides to let you into belgium, which would be unlikely).",england-Game1,Game1-england-germany-77,Truth,Truth,germany-Game1,535,78,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-79,536,"I know you don’t want to take advice from me, but you’re kind of in survival mode now. We can talk about belgium for you next year to get you back on your feet.",england-Game1,Game1-england-germany-78,Truth,Truth,germany-Game1,536,79,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-80,547,"England, I have 0.0 reason to trust your advice regarding France. You're so clearly working with them!",germany-Game1,Game1-england-germany-79,Truth,Truth,england-Game1,547,80,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-81,549,"I think the tactical suggestion stands on its own though. You can work through the rules to verify it makes sense (and should, in case i’m making a mistake). Also I don’t know france’s moves this season. And you should ping italy to talk about me.",england-Game1,Game1-england-germany-80,Truth,Truth,germany-Game1,549,81,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-82,550,Nice! I guess you knew what you were doing.,england-Game1,Game1-england-germany-81,Truth,Truth,germany-Game1,550,82,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-83,551,well not really--I just assumed that attacking a convoying fleet would disrupt the convoy and that was apparently wrong,germany-Game1,Game1-england-germany-82,Truth,Truth,england-Game1,551,83,1902,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-84,552,Yeah you have to dislodge. But you held ruhr! And my way wouldn’t have worked actually. That’s a stalemate line if you do the same moves except the fleet goes to belgium (i think). Can only be broken if i support it. Of course france could choose to let you in to ruhr as well,england-Game1,Game1-england-germany-83,Truth,Truth,germany-Game1,552,84,1902,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-85,621,"Hi, not sure what you heard from italy. Looking forward to the three of us working against france though. Let me know where you’re at with this. I’d help you into belgium this year.",england-Game1,Game1-england-germany-84,Truth,Truth,germany-Game1,621,85,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-86,622,"Okay, I’m down to cooperate.",germany-Game1,Game1-england-germany-85,Truth,Truth,england-Game1,622,86,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-88,688,Hi. I’m guessing the move to HEL was to cut support. Should have let you know I was moving out. Are you still interested in collaboration for survival? We’re both a bit threatened right now.,england-Game1,Game1-england-germany-87,Truth,Truth,germany-Game1,688,88,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-89,695,"Hi—yeah, because of bot troubles I never got reassured last turn that you wouldn’t support, say, France into belgium or something. So now here we are! France asked me to bump Nth to cut your channel support, just fyi",germany-Game1,Game1-england-germany-88,Truth,Truth,england-Game1,695,89,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-90,696,To be clear I don’t intend to do that since I basically need everyone to fall back to keep my holdings this turn.,germany-Game1,Game1-england-germany-89,Truth,Truth,england-Game1,696,90,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-90,696,Do you have any clue what russia’s plans are?,germany-Game1,Game1-england-germany-89,Truth,Truth,england-Game1,696,90,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-91,726,"Not sure what russia will do, but I’d be a little concerned about berlin being surrounded. I won’t be attacking Kiel so your support will go through from there.",england-Game1,Game1-england-germany-90,Truth,Truth,germany-Game1,726,91,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-92,727,"Does France think you’ll be cutting support? Also, Italy has been sending some anti-french things my way. A three-on-one alliance could be good for all of us. Containing Russia may distract both of us if he gets aggressive.",england-Game1,Game1-england-germany-91,Truth,Truth,germany-Game1,727,92,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-93,742,I told France (truthfully) that I couldn't cut your support this turn,germany-Game1,Game1-england-germany-92,Truth,Truth,england-Game1,742,93,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-94,746,Cool. Do you need me to cut support in BAL or do you have that covered with Munich support?,england-Game1,Game1-england-germany-93,Truth,Truth,germany-Game1,746,94,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-95,747,"Also, Italy is on board with a stab against France.",england-Game1,Game1-england-germany-94,Truth,Truth,germany-Game1,747,95,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-96,749,"Italy told me that, too. And actually, if I could count on you to cut BAL support, it would free up Kiel to try and defend Ruhr from france for a turn. However, if you're using that denmark fleet for something else just let me know",germany-Game1,Game1-england-germany-95,Truth,Truth,england-Game1,749,96,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-97,750,So I have kind of a crazy idea. I'm curious what you'd think of this.,england-Game1,Game1-england-germany-96,Truth,Truth,germany-Game1,750,97,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-98,751,What if I let you into Denmark and I go for Sweden?,england-Game1,Game1-england-germany-97,Truth,Truth,germany-Game1,751,98,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-99,752,"Well, if France goes for Holland I'd be in a slightly strategically worse position.",germany-Game1,Game1-england-germany-98,Truth,Truth,england-Game1,752,99,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-100,753,I was thinking you'd go from Kiel and bounce Holland with the HEL fleet. Then you get your build in Kiel,england-Game1,Game1-england-germany-99,Truth,Truth,germany-Game1,753,100,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-101,754,"that wouldn't work because I need kiel to support berlin, i think?",germany-Game1,Game1-england-germany-100,Truth,Truth,england-Game1,754,101,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-102,755,Is Munich occupied doing something else? Italy told me he has no plans of cutting support there.,england-Game1,Game1-england-germany-101,Truth,Truth,germany-Game1,755,102,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-103,756,Oh I guess Bur can do that though...,england-Game1,Game1-england-germany-102,Truth,Truth,germany-Game1,756,103,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-104,757,that was my fear...,germany-Game1,Game1-england-germany-103,Truth,Truth,england-Game1,757,104,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-105,758,"Hmm... Yeah it may be safe to not do that then. Maybe next year. I may go for Sweden regardless. But if russia sees it coming and goes in, that could be a bit annoying",england-Game1,Game1-england-germany-104,Truth,Truth,germany-Game1,758,105,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-106,759,"But without action, Russia probably takes Ank this fall and builds in Stp.",england-Game1,Game1-england-germany-105,Truth,Truth,germany-Game1,759,106,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-107,760,Is it worth losing the channel this turn? because you could take sweden for sure if you were willing to use nth to convoy,germany-Game1,Game1-england-germany-106,Truth,Truth,england-Game1,760,107,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-108,761,Nth can't convoy to Sweden. SKA is in the way.,england-Game1,Game1-england-germany-107,Truth,Truth,germany-Game1,761,108,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-109,762,doesn't need to. just convoy to norway and move your fleet from norway to sweden. then attack the baltic fleet from denmark. that way you don't lose norway,germany-Game1,Game1-england-germany-108,Truth,Truth,england-Game1,762,109,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-110,763,BAL could move to sweden to bounce. only way to guarantee would be to support from Denmark,england-Game1,Game1-england-germany-109,Truth,Truth,germany-Game1,763,110,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-111,764,"ah crap you're right. sorry, wish I could help but all I have are land troops",germany-Game1,Game1-england-germany-110,Truth,Truth,england-Game1,764,111,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-112,765,"No worries. I'll give it a shot regardless. And if I do get the extra build, I can provide some serious support to your moves west",england-Game1,Game1-england-germany-111,Truth,Truth,germany-Game1,765,112,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-113,766,Things are getting a little rowdy haha. The good news is that we both outlasted Turkey!,england-Game1,Game1-england-germany-112,Truth,Truth,germany-Game1,766,113,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-114,767,RIP.,germany-Game1,Game1-england-germany-113,Truth,Truth,england-Game1,767,114,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-115,769,go team!,england-Game1,Game1-england-germany-114,Truth,Truth,germany-Game1,769,115,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-116,771,you held the channel! but no sweden yet...,germany-Game1,Game1-england-germany-115,Truth,Truth,england-Game1,771,116,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-117,772,Yeah. I think the bounce there will be a start of negotiations with Russia. Clearly we were both on the same page.,england-Game1,Game1-england-germany-116,Truth,Truth,germany-Game1,772,117,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-118,773,And you got holland back!,england-Game1,Game1-england-germany-117,Truth,Truth,germany-Game1,773,118,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-119,775,ach but now there's French in ruhr that'll be a pain,germany-Game1,Game1-england-germany-118,Truth,Truth,england-Game1,775,119,1903,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-120,786,"A bit. France starts to crumble when I don't have to support my fleet anymore, which is when Italy forces France to go south with its MAO fleet. Then I can start supporting your moves and we can get you into belgium, etc.",england-Game1,Game1-england-germany-119,Truth,Truth,germany-Game1,786,120,1903,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-121,828,Are you gonna try for sweden again this season? France told me that they're not moving their Mid-Atlantic fleet and instead would prefer to oust you from the channel. ,germany-Game1,Game1-england-germany-120,Truth,Truth,england-Game1,828,121,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-121,828,Italy gave me the idea of supporting your Welsh troops to convoy into Belgium. But if I did would you mind giving it to me in the Fall? I could be way more useful to you if I could build another unit this winter,germany-Game1,Game1-england-germany-120,Truth,Truth,england-Game1,828,121,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-122,829,"(I told france I'd interrupt your support from Nth in exchange for France letting me take belgium next round, but at this point I almost don't think of Belgium as being theirs to give, hence I'd rather work with you)",germany-Game1,Game1-england-germany-121,Truth,Truth,england-Game1,829,122,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-123,835,"Russia and I plan to repeat the Sweden bounce. If that's to be trusted, this frees up Kiel and Munich.",england-Game1,Game1-england-germany-122,Truth,Truth,germany-Game1,835,123,1904,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-124,836,"I'm happy to give you belgium. My idea of the split is you get Bel and Par, I get Bre and Por, and Italy gets Mar and Spa. Obviously this won't all happen this year. But you in Bel makes sense long-term",england-Game1,Game1-england-germany-123,Truth,Truth,germany-Game1,836,124,1904,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-125,837,"The convoy makes me a bit nervous because if France goes to IRI, they'll get a home supply center in the fall.",england-Game1,Game1-england-germany-124,Truth,Truth,germany-Game1,837,125,1904,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-126,838,"Okay, no convoy then. ",germany-Game1,Game1-england-germany-125,Truth,Truth,england-Game1,838,126,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-126,838,"How do you feel about reneging with Russia? If you moved into the baltic instead of bouncing and I moved into Denmark (this is also insurance in case I can't end up with Belgium this year), I could support you into sweden in the fall?",germany-Game1,Game1-england-germany-125,Truth,Truth,england-Game1,838,126,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-127,840,"I'd prefer to keep neutral with russia, as fighting a war on two fronts would be a lot for me. Belgium isn't guaranteed for you this year, but I think it's likely. France will have to respect the pressure in the south from Italy. This frees me up to cut support in Pic and support you in from Nth. Then you just have to cut support in Ruh and Bur (if there's still something there in the fall).",england-Game1,Game1-england-germany-126,Truth,Truth,germany-Game1,840,127,1904,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-128,842,"If France is honest with me, Ruhr will be free and Bur will be occupied. ",germany-Game1,Game1-england-germany-127,Truth,Truth,england-Game1,842,128,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-128,842,"Let's be real here, though: Russia has at most two units to spare to threaten you, and likely not even that given the imminent pressure from Austria. I'm trying to work it out in the sandbox now but I really don't think they'd be an issue for you...",germany-Game1,Game1-england-germany-127,Truth,Truth,england-Game1,842,128,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-129,845,"Russia can support into Norway once he's in Sweden, and NTH won't be free to stop that.",england-Game1,Game1-england-germany-128,Truth,Truth,germany-Game1,845,129,1904,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-130,846,Okay that checks out. Thanks for your patience!,germany-Game1,Game1-england-germany-129,Truth,Truth,england-Game1,846,130,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-130,846,"...I was thinking of asking russia to support me into denmark this turn and offer to support them into sweden next season. I'm doing this a) to confirm for you that they're on board with the bump as you say, and b) to show that I'd like to work to build trust with them. However, if Russia already knows you and I are working together this will establish the opposite of trust. So I guess I'm asking if you think this is a good/useful idea, and also asking what russia knows about our plans?",germany-Game1,Game1-england-germany-129,Truth,Truth,england-Game1,846,130,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-131,847,Russia can only suspect that we're working together at this point. I haven't given any indication of collaboration. I'd say ask away.,england-Game1,Game1-england-germany-130,Truth,Truth,germany-Game1,847,131,1904,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-132,849,Are you definitely committed to not cutting support in Nth?,england-Game1,Game1-england-germany-131,Truth,Truth,germany-Game1,849,132,1904,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-133,850,"I really, really am. Maybe I'm just not creative enough, but because of my alliance with Italy, who is in turn strongly allied with Austria, I just don't see myself ever getting anywhere in this game unless I can expand westward into France. Hence, even though you're honestly scarier right now I'm inclined to be on your side for the foreseeable future. ",germany-Game1,Game1-england-germany-132,Truth,Truth,england-Game1,850,133,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-133,850,"Now, you could just go copy-paste this message to France and I'd be royally screwed, so I hope that helps you believe you can trust me.",germany-Game1,Game1-england-germany-132,Truth,Truth,england-Game1,850,133,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-134,854,"Haha ok, glad to get the confirmation. On my end i’ll confirm I am totally anti-french until France is out of the game. I’ve actually ceased communications with France (maybe something we can all do once the stab is clear). I’d like all three of us to get our two builds each together. Then we can look east.",england-Game1,Game1-england-germany-133,Truth,Truth,germany-Game1,854,134,1904,5,6,1,Straightforward
Game1-england-germany,Train,Game1-england-germany-135,891,"Russia's loyal to you even in the face of my temptation, btw.",germany-Game1,Game1-england-germany-134,Truth,Truth,england-Game1,891,135,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-136,911,We’re in a great spot. Belgium for you is a guarantee. Planning to take from holland or ruhr?,england-Game1,Game1-england-germany-135,Truth,Lie,germany-Game1,911,136,1904,5,6,1,Cassandra
Game1-england-germany,Train,Game1-england-germany-137,914,Why do you ask? I assumed you were going to disrupt support from Picardy with a convoyed army while I disrupted Burgundy? That way you can still use Nth to support the channel in case France decides not to bother defending in the south,germany-Game1,Game1-england-germany-136,Truth,Truth,england-Game1,914,137,1904,4,3,-1,Straightforward
Game1-england-germany,Train,Game1-england-germany-138,915,"I’m a little worried that a clever france may let me into Pic, knowing that belgium is gone, and then move into IRI for invasion. I’d almost rather cut Pic with the channel and risk losing the channel. And my favorite option is to support ruh to bel from nth, also risking the channel. The logic is that if I lose the channel, it won’t be for very long, but if I lose a home supply center, that will be very annoying. France seems pretty upset with me, so a kamikaze move to screw me over isn’t out of the question.",england-Game1,Game1-england-germany-137,Truth,Truth,germany-Game1,915,138,1904,5,6,1,Straightforward
